,learner_id,grades,nationality,writing_id,levels,unit,topic_id,topic_text,passage,query_sentence
17,126990,85.0,fr,100923,4,2,26,Describing routines,"
      Sean Plays basketball every day in afternoon. Plays computer games at 6pm.Watches movies on Saturdays at 5pm. Granny Does laundry on tuesday afternoon. Does gardening in the morning. Does the table at 7pm. You Feed the dog at 7 am every days. Walk the dog every days afternoon. Feed the dog also at 5pm every day.
    ",Does gardening in the morning .
18,126990,85.0,fr,100923,4,2,26,Describing routines,"
      Sean Plays basketball every day in afternoon. Plays computer games at 6pm.Watches movies on Saturdays at 5pm. Granny Does laundry on tuesday afternoon. Does gardening in the morning. Does the table at 7pm. You Feed the dog at 7 am every days. Walk the dog every days afternoon. Feed the dog also at 5pm every day.
    ",Does the table at 7pm .
19,82287,100.0,fr,124668,2,3,11,Writing a weather guide for your city,"
      Paris is beautifull in spring and autumn. In spring, it's sunny and warm. We usually walk through the streets of Paris all day. It's too beautifull. In autumn, it's cool, windy and sometimes rainy. We usually go to the park and see the fallen leaves. Winter is cold, rainy and sometimes snowy. Paris offers a wonderful festive atmosphere in winter. What about summer? Summer is hot and sunny. Sometimes it's cloudy. We eat out and go to the cinema.
    ",Sometimes it 's cloudy .
20,103958,96.0,fr,167072,7,2,50,Planning for the future,"
      I am really happy to study in order to improve my english but in front of the topics of some writing exercises I really don't know what to write on the e-paper ! My career path is behind me, I never go to a career fair. Years ago I wrote some job applications, but never thought to enter Peace Corps or do a volunteer work. I don't work anymore and I think it is a little as I am in a gap year every year. I am 56 years old and plan a good time for my future five years.
    ","Years ago I wrote some job applications , but never thought to enter Peace Corps or do a volunteer work ."
21,14226,92.0,fr,168459,7,8,56,Posting comments on a celebrity forum,"
      I heard the same think. They are going to divorced. What's a pity! They seem so good together. But it's true that money isn't always a good think. I didn't see the TV interview. Is it possible to someone to lend me it. I love Gavin, he's so pretty and it's a very good actor. I saw his last picture. He was fantastic. I hope his divorce doesn't disturb it too much. They are maried only since last year. Even for celebrities, it's a very short time.
    ",Is it possible to someone to lend me it .
22,39951,90.0,fr,171884,8,8,64,Claiming back your security deposit,"
      Dear lawyer, I have moved from Besancon to Lure, since one month. My last owner sent me a letter in which he explained a lot of problems : - the lights of the kitchen don't work - the sink drains are clogged and the handle of the enter door is missing. The owner don't want to give me back my deposit. All these dysfonctions have been existed when I signed our contract. I writed him and to the Geezer Estate. They didn't hear my complaints. So I want to engage a legal processing. What do you think about it ? Yours Sincerely. Laurent Simon
    ",Yours Sincerely .
23,61227,85.0,fr,174048,10,5,77,Finding a home for a wealthy client,"
      The Four properties are located in Ithaca, a Ionan island.Property nbr 1 : located in Lefki. Benefits from a breathtaking view, and stunning sunsets. It is a small cottage (54 sqm) recently renovated with 1 bedroom, living room, kitchen,  bathroom with shower. Possibility to be extended up to 150 sqm. Price = 200 000.Property nbr 2 : Beautiful historical property in seafront with stunning views in Kioni, one of the most picturesque village of the Ionan.  Is habitable, but need some restorations.  Retains a hotelier licence from the Greek Tourism Organization for registred accomodations.Downstairs : kitchen, dining-room, hall,  1 bedroomUpstairs : 4 bedrooms, sitting-room, 2 bathrooms and hall.Enough land to build another house with seafront.Hamilton House  1,5 millionProperty nbr3 : New residence in Vathy. Still remaining 3 apartments of 2 bedrooms (2 on the top, one on the ground). Spacious (67 sqm/78 sqm), bright, with great views, balconies and parking. Just select the fittings of your choice and move in within 2 months.  160 000 each.Property nbr 4 : Luxurious villa 5 minutes walk to the centre of Vathy and close to the surrounding beaches. Located in a quiet and traditional area, with bay, village and mountain scapes surrounding it. Included 3 apartments and one studio, is a very sucessful holiday rental business. Fully fonctionnal website in english and greek. 450 000.
    ","Is habitable , but need some restorations ."
24,61227,85.0,fr,174048,10,5,77,Finding a home for a wealthy client,"
      The Four properties are located in Ithaca, a Ionan island.Property nbr 1 : located in Lefki. Benefits from a breathtaking view, and stunning sunsets. It is a small cottage (54 sqm) recently renovated with 1 bedroom, living room, kitchen,  bathroom with shower. Possibility to be extended up to 150 sqm. Price = 200 000.Property nbr 2 : Beautiful historical property in seafront with stunning views in Kioni, one of the most picturesque village of the Ionan.  Is habitable, but need some restorations.  Retains a hotelier licence from the Greek Tourism Organization for registred accomodations.Downstairs : kitchen, dining-room, hall,  1 bedroomUpstairs : 4 bedrooms, sitting-room, 2 bathrooms and hall.Enough land to build another house with seafront.Hamilton House  1,5 millionProperty nbr3 : New residence in Vathy. Still remaining 3 apartments of 2 bedrooms (2 on the top, one on the ground). Spacious (67 sqm/78 sqm), bright, with great views, balconies and parking. Just select the fittings of your choice and move in within 2 months.  160 000 each.Property nbr 4 : Luxurious villa 5 minutes walk to the centre of Vathy and close to the surrounding beaches. Located in a quiet and traditional area, with bay, village and mountain scapes surrounding it. Included 3 apartments and one studio, is a very sucessful holiday rental business. Fully fonctionnal website in english and greek. 450 000.
    ","Retains a hotelier licence from the Greek Tourism Organization for registred accomodations.Downstairs : kitchen , dining-room , hall , 1 bedroomUpstairs : 4 bedrooms , sitting-room , 2 bathrooms and hall.Enough land to build another house with seafront.Hamilton House 1,5 millionProperty nbr3 : New residence in Vathy ."
25,165673,91.0,fr,184557,1,2,2,Taking inventory in the office,"
      Subject : Code of conduct. Hi everyone, It has been brought to my attention that some employees in our team are breaking some of codes of conducts. Some of mal employees regulary smoke in the toilet and many female employees don't abide by the dress code. So it's important to abide by the ress code, arrive to work on time, use the smokeing area, don't disclose confidential information. Thinks for your cooperation. Regards. Stephanie
    ",Thinks for your cooperation .
26,30922,85.0,fr,186057,4,2,26,Describing routines,"
      Watches tv the evening. Does the laundry at 06 o'clock. Does the ironing every Saturday. Sets the table at 07:30 O'clock. Eats out and washes the dishes. Does the homework with the childrens. Sends emails and plays the computer games. Does gardening once week. Watches movies at 22 o'clock. Gets up the parkgarden. You : Walk the dog the morning. Feed the dog every day (two times).
    ",Does the laundry at 06 o'clock .
27,30922,85.0,fr,186057,4,2,26,Describing routines,"
      Watches tv the evening. Does the laundry at 06 o'clock. Does the ironing every Saturday. Sets the table at 07:30 O'clock. Eats out and washes the dishes. Does the homework with the childrens. Sends emails and plays the computer games. Does gardening once week. Watches movies at 22 o'clock. Gets up the parkgarden. You : Walk the dog the morning. Feed the dog every day (two times).
    ",Does the ironing every Saturday .
28,30922,85.0,fr,186057,4,2,26,Describing routines,"
      Watches tv the evening. Does the laundry at 06 o'clock. Does the ironing every Saturday. Sets the table at 07:30 O'clock. Eats out and washes the dishes. Does the homework with the childrens. Sends emails and plays the computer games. Does gardening once week. Watches movies at 22 o'clock. Gets up the parkgarden. You : Walk the dog the morning. Feed the dog every day (two times).
    ",Sets the table at 07:30 O'clock .
29,30922,85.0,fr,186057,4,2,26,Describing routines,"
      Watches tv the evening. Does the laundry at 06 o'clock. Does the ironing every Saturday. Sets the table at 07:30 O'clock. Eats out and washes the dishes. Does the homework with the childrens. Sends emails and plays the computer games. Does gardening once week. Watches movies at 22 o'clock. Gets up the parkgarden. You : Walk the dog the morning. Feed the dog every day (two times).
    ",Does the homework with the childrens .
30,30922,85.0,fr,186057,4,2,26,Describing routines,"
      Watches tv the evening. Does the laundry at 06 o'clock. Does the ironing every Saturday. Sets the table at 07:30 O'clock. Eats out and washes the dishes. Does the homework with the childrens. Sends emails and plays the computer games. Does gardening once week. Watches movies at 22 o'clock. Gets up the parkgarden. You : Walk the dog the morning. Feed the dog every day (two times).
    ",Gets up the parkgarden .
31,70286,87.0,fr,192319,4,2,26,Describing routines,"
      walks the dog at 8 am and 5 pm every day. mops the floor once per week and washes the dishes every day. Take children at school at 5 pm. cleans the house every day et make a dinner the evening does the bed every day and takes the newpaper at 9 am
    ",mops the floor once per week and washes the dishes every day .
32,1568,89.0,fr,196333,4,4,28,Writing about what you like doing,"
      HiThank's for your message. Yes it's soon my birthday. For this day I like going to scuba diving whith you, because it's very interesting. After this time, we can to playing the guitar and singing together. It's fun to do that ?You and me I think to be a great a party.Best wisches.
    ",Yes it 's soon my birthday .
33,157615,80.0,fr,196768,4,2,26,Describing routines,"
      Notes for the governess: Gilles: Feed the dog at 8am every day except the Sunday (10am) Plays basketball every morning at 11am. Watches the television journal at 12am every day until 1pm. Walk the dog at 5pm every Tuesday and Friday. Anna: Does laundry on Monday morning. Does gardening in the afternoon. Sets the table at 7pm. Does the shopping on Saturday afternoon.
    ",Does gardening in the afternoon .
34,157615,80.0,fr,196768,4,2,26,Describing routines,"
      Notes for the governess: Gilles: Feed the dog at 8am every day except the Sunday (10am) Plays basketball every morning at 11am. Watches the television journal at 12am every day until 1pm. Walk the dog at 5pm every Tuesday and Friday. Anna: Does laundry on Monday morning. Does gardening in the afternoon. Sets the table at 7pm. Does the shopping on Saturday afternoon.
    ",Sets the table at 7pm .
35,157615,80.0,fr,196768,4,2,26,Describing routines,"
      Notes for the governess: Gilles: Feed the dog at 8am every day except the Sunday (10am) Plays basketball every morning at 11am. Watches the television journal at 12am every day until 1pm. Walk the dog at 5pm every Tuesday and Friday. Anna: Does laundry on Monday morning. Does gardening in the afternoon. Sets the table at 7pm. Does the shopping on Saturday afternoon.
    ",Does the shopping on Saturday afternoon .
36,157615,86.0,fr,196772,4,7,31,Complaining about chores,"
      I made the beds all the week. I washed the dishes Monday at Saturday. Monday i ironing. On Thursday i made dinner and i payed the bills in the afternoon. On Saturday i swept and mopped the floor. In the afternoon, i do the shopping. Sunday, I made the laundry and made the vacuuming in the afternoon. Gilles PS: I hope you will buy a gift for me.
    ",Gilles PS : I hope you will buy a gift for me .
37,157615,95.0,fr,196785,6,5,45,Writing on the family blog,"
      Gilles (45): Hi, Im Gilles. I joined the family in 1994 when Colette and I got married. We have one son, Kevin. Im easy-going and a bit ambitious. Colette is neither easy-going nor ambitious. She is both polite and patient. Kevin is very clever and a bit lazy. He is fairly quiet and likes to be at home. Im a manager and have my own company. We sell some pieces for computer.
    ",Im a manager and have my own company .
38,127913,88.0,fr,197561,3,6,22,Writing your online profile,"
      Name : Dominique. Age : 47 years old. Birthday : May, 10th. Like doing : Running, swimming, playing guitar. Lives in : Reunion Island, Indian Ocean. Favorite : Season : Summer. Animal : Cat. Time : Morning. Day : Sunday. Number : 20
    ","Lives in : Reunion Island , Indian Ocean ."
39,170212,97.0,fr,197901,5,1,33,Planning to attend a music festival,"
      Hi mom and pops! I'm going to go to a music festival, the WOMAD Music Festival. Is from the 24th to the 26th of July. I'm taking a tent, T-shirt and shorts. I'm taking a rain coat too if it rain. I'm going to listen to pop and dance music. Wish you were here!
    ",Is from the 24th to the 26th of July .
40,48744,73.0,fr,201918,6,3,43,Creating an office dress code,"
      good morning, the instructions to the dress code is ready. for the men, is,'t allowed the jeans and the football wear. Is allow the formal wear like to suit. for the women, the skirt in the knee, and formal wear.For the accessory is allow only the understated earring, necklace and bracelet. for the both, isn't allowed the clothes too baggy or too small. thank to yours understanding.
    ",Is allow the formal wear like to suit .
41,72689,90.0,fr,208008,4,1,25,Writing about what you do,"
      I'm an event planner, and I work for myself. So my boss is very good ! I love my job because each day is never the same. It's interesting and rewarding because I meet people and talk to them in meetings or business travel for my clients. My job want that I'm always performed and creative. Sometimes it's difficult because I work long hour, but I love my job.
    ","Sometimes it 's difficult because I work long hour , but I love my job ."
42,88633,100.0,fr,209998,2,2,10,Writing a birthday invitation,"
      Im 20 on Wednesday. Im having a party in a restaurant. Lets eat cake, dance and sing. The party starts at 8 o'clock. Hope you can come! Melanie
    ","Lets eat cake , dance and sing ."
43,6568,85.0,fr,210451,4,2,26,Describing routines,"
      Hello. Here is my family's routine: Sean: Plays basketball every afternoon. Plays computer games at 6pm. Watches movies on Saturday at 5pm. Granny: Does the laundry onTuesday afternoon. Does the gardening in the morning. Sets table at 6pm. Me: Feed the dog at 8pm every day. Walk the dog in the afternoon. Feed the dog againat 5pm every day. Goodbye.
    ",Plays computer games at 6pm .
44,6568,85.0,fr,210451,4,2,26,Describing routines,"
      Hello. Here is my family's routine: Sean: Plays basketball every afternoon. Plays computer games at 6pm. Watches movies on Saturday at 5pm. Granny: Does the laundry onTuesday afternoon. Does the gardening in the morning. Sets table at 6pm. Me: Feed the dog at 8pm every day. Walk the dog in the afternoon. Feed the dog againat 5pm every day. Goodbye.
    ",Does the gardening in the morning .
45,174203,97.0,fr,211741,2,3,11,Writing a weather guide for your city,"
      Paris is a fabulous city, season after season. In Autumn the weather it's usually rainy and cloudy but sometimes it's cool and sunny. In winter the weather it's cold and sometimes snows. We love eating a Raclette. In spring it's rainy and sunny.Sometimes it's warm. We go to the park and play the tennis or play soccer. In the summer it's sunny and hot. Sometimes it's rain. We love wear summer dress, skirt, short and T-shirt. The people in Paris love every times to go the cinema or eat out and meets friends.There are a beautiful restaurants. And of course everybody in Paris love going to the shopping.
    ",Sometimes it 's rain .
46,72467,87.0,fr,211933,7,1,49,Giving instructions to play a game,"
      You play in a limited area called &quot;bowling allay&quot;. Use 10 plactics bottles called &quot;bowling pins&quot;. Line-up the bottle, the first line with 4, the second with 3, then 2, then 1. Is the same of ten-pin bowling. Everybody is allowed to take two shots on each turn. There is 10 turn. A pin which koncked dows is egal to one point. If all the bottles are knocked down, the player have to more shots and all points are added together. The winner is the player with most points.
    ",Is the same of ten-pin bowling .
47,112423,90.0,fr,214206,10,8,80,Giving feedback about a colleague,"
      Little words about my colleague Eric. Is a nice guy, very friendly. He had the same age as me. Eric's very fun to go on the road to see the clients. I can say that he is never nervous or aggressive. I can count on him when I have difficulties. He's good at solving problems. We can exchange on our problems. So we could take good decision under pressure together. He can worked well with the member of team. Sometimes I have the feeling that he takes advantage of my work. I'm not sure about his thought. Is it realy honest? To resume is a good friend and good worker.
    ","Is a nice guy , very friendly ."
48,112423,88.0,fr,214230,13,8,104,Reaching your potential,"
      Needs and Goals in my lifeI'm happy in my life. About my physiological needs I have enough food or material things. I think as said my grand mother the most important is to be healthy.The second level with safety is important too. I live in an appartment and don't have any anxiety about my security.The third level is about love.  I'am a lucky man, I love my wife and she loves me. I have my parents and my relationship with them is wonderful. I'm agree with Maslow that love and be love is essential.About self-esstem it's perhaps more difficult. I'm not very sure about my capacities. I'm fourty years old and I come back to the school to learn new things about my job. It's tiring to every night catch the computer and making some exercices. I have the pressure of my job and my wife.The last item the self-actualization I think I'm still to young to be concerned.Best Bob
    ","I'am a lucky man , I love my wife and she loves me ."
49,80567,79.0,fr,216236,4,1,25,Writing about what you do,"
      I work in a distribution centre. I'am the quality manager. I'm responsible of the orders (quality, leadtime). I like help people because I like contact with other people. I often go to meetings and never in business trip. My job was rewarding but today I 'll change to discover other activities. I must learning english.
    ",I'am the quality manager .
50,89355,88.0,fr,217367,5,4,36,Giving instructions to a house-sitter,"
      Hello Jack, I give you some routines about my house and my animals. Every days on the morning, you can water the plants in the kitchen and you feed the birds. You check water's birds on tuesday and thursday. You feed the fish on the afternoon only on Monday, Wednesday, and Friday. You walk the dogs twice of day, only when is not raining. They like playing games. You feed them on the night. Remember this : you exit the trash on Tuesday night, you clean the house and sweep the floor twice of week. Thanks a lot. Bye. Franoise.
    ",Thanks a lot .
51,164779,88.0,fr,217476,5,4,36,Giving instructions to a house-sitter,"
      Hello, I start bye the things you have to do every day : -Go for a walk with the dogs : twice a day, the morning and the end of afternoon. -Water for plants the morning -Feed the dogs the evening -Feed the birds the morning Then, You can check the water of birds tuesday and thursday. Feed the fishes Three times a week, monday, wednesday and friday, the afternoon. And take out the trash tuesday night. Thanks a lot.
    ",Thanks a lot .
52,44145,90.0,fr,220738,2,2,10,Writing a birthday invitation,"
      Hi my friends, My birthdays on Tuesday, December 27th. Im having a party in my house at 7:30 pm. Lets eat cake, play computer games, dance and sing songs. Hope you can come. Mustapha.
    ","Lets eat cake , play computer games , dance and sing songs ."
53,155132,85.0,fr,226565,10,2,74,Doing a survey about discrimination,"
      If your promotion has been denied, did the boss select a less experienced man?Have you been demoted after your return of your maternity leave?Does your boss exclude the women from clients meeting and social events ?Have they requirements with respect to the weight or size that favor men?Are you a victime to physical harassment ?Are you a victime to an intimidation, or an humiliation ?Are you a victime of personal comments about your appearance?have you treated less favorably after rejecting a unwanted conduct?requires you to work hours for unsocial hours ( if you are a woman with child care commitments).
    ",requires you to work hours for unsocial hours ( if you are a woman with child care commitments ) .
54,44494,96.0,fr,234911,4,1,25,Writing about what you do,"
      I'm a student on an IUT. I work all the day with different teachers. I like my studies because I love marketing and trade. Sometimes I take breaks but sometimes I work long hours. On another side, my studies are difficult because I work on a company during the week and I'm very tired when I get home.
    ",Sometimes I take breaks but sometimes I work long hours .
55,133278,83.0,fr,244908,2,2,10,Writing a birthday invitation,"
      Jean-Marc invites you to his birthday party. I'm 43 years old on Monday, Dcember 19rd, and I'm having a party at my house. Lets eat cake, dance and sing. The party starts at 7:30. Hope you can come !
    ","Lets eat cake , dance and sing ."
56,42218,83.0,fr,244956,6,2,42,Filling in an arrival card,"
      Dear Aunt Jane, Don't mind, It's very easy to travel now. You'll Just give the e-ticket and your passport when check in. The ticket agent will put you back a boarding pass. Don't lost it. You must show it at the security check and the police control, always with your passport. It also mention the Gate number and your sit in the plane. An advice: fill the arrival card on the plane. Have a nice flight. Loves Ren.
    ",Loves Ren .
57,30630,88.0,fr,246456,8,4,60,Describing a business trip,"
      Dear FlorenceMy trip in Europe is not finshed yet.Since I left New York, I went to London and Oslo. Theses towns seems very nice but unfortunately I haven't  the time to visit them like a tourist!I have to go to Marseille  Monday for a Lunch with Pierre LAROUCHE and take the plane Thuesday for my meeting with star sales people.I hope to avoid  French Airport personnal strike which is planned this week!I'll come back Thursday to New York and I hope to spend a very quiet week-end with you.See you soon,
    ",Theses towns seems very nice but unfortunately I have n't the time to visit them like a tourist !
58,25438,72.0,fr,250588,2,5,13,Making notes for a visitor,"
      welcome in my house . My house is near the bank . Is opposite the library in wall street. There is a with home in left .
    ",Is opposite the library in wall street .
59,101784,90.0,fr,257047,4,7,31,Complaining about chores,"
      Hi Julia, I'mnot pleased with you because I did all your weekly tasks ! -On Monday, I did the ironing, I washed the dishes and I made the beds, - On Tuesday, I washed again the dishes and made the beds for the second time ! - On Wednesday it was my day off, but I washed the dishes and I made the beds one more time ! - On Thursday, I did the worst thing : I paid the bills. - On friday, I made the bed because you went out. And I don't write you all I did on the week end. Thanks a lot !
    ",Thanks a lot !
60,133695,93.0,fr,257163,4,1,25,Writing about what you do,"
      My name is Camille.I'm a student and I'm studying culture and media to begin a journalist. My studies aren't fun because it's so difficult and boring. But it's rewarding for my future career, so I always do my homeworks. Sometimes the teachers are tired because it's difficult to help all the students. Occasionally, I'm a nurse. It's my student work. It's more funny than my studies !
    ",Sometimes the teachers are tired because it 's difficult to help all the students .
61,173277,88.0,fr,260006,7,8,56,Posting comments on a celebrity forum,"
      I can't believe it! Maybe it's a gossip, but the daily 'Celibrity News' has often very good informations concerning famous people. It was the first Media informing us of the death of the king of the pop (I love you so much Michael! You will be in my heart for ever). In my opinion, I 'm sure he has cheated Alana on. Men are all the same! I have no doubt that Alana will get  divorce and will make a lot of money. Congratulations!
    ","Maybe it 's a gossip , but the daily 'Celibrity News ' has often very good informations concerning famous people ."
62,35212,93.0,fr,265538,2,4,12,Buying clothes from a catalog,"
      Creamium : Leader in ice cream industry for over 25 years This is very good for out flying company that is also an industry leader. One of the most luxurious brands in Europe that sounds goog to develop the activity in Asia. Gonuts ! : a very competitive donut company, we can learn from them how to beat all our competitors. They are willing to grow up fast in America, we can offer them to develop their activity in Asia.
    ",Gonuts !
63,106967,87.0,fr,269267,2,7,15,Writing a personal profile,"
      Order n' 375221. URGENT very upset not received 20 000 plastic suit cases. should be delivered 4 weeks ago. has postponed his client.
    ",has postponed his client .
64,41190,88.0,fr,276958,4,2,26,Describing routines,"
      Sean Play basketball every afternoon. Play computer games at 6pm. watches movie on saturday at5pm. Granny Does laundry on tuesday afternoon. Does gardening in the morning. Sets the tables at 6pm. I Feed the dog at 8am every day. Walk the dog in the afternoon. Feed the dog again at 5pm every day.
    ",Does gardening in the morning .
65,41190,88.0,fr,276958,4,2,26,Describing routines,"
      Sean Play basketball every afternoon. Play computer games at 6pm. watches movie on saturday at5pm. Granny Does laundry on tuesday afternoon. Does gardening in the morning. Sets the tables at 6pm. I Feed the dog at 8am every day. Walk the dog in the afternoon. Feed the dog again at 5pm every day.
    ",Sets the tables at 6pm .
