,learner_id,grades,nationality,writing_id,levels,unit,topic_id,topic_text,passage,query_sentence
249,89262,60.0,sa,759993,1,6,6,Signing up for a dating website,"
      The restrant saowth asia , it is very good . Hes have vegtapols so fresh and the sald relly great . The nodls soup so dileshes . Is not expinsev .
    ",Is not expinsev .
250,143910,95.0,ae,761690,5,5,37,Filling out an insurance claim form,"
      I just saw &quot;Rear Window&quot;. What an amazing movie!&quot;Rear Window&quot;was made in 1954 and was directed by the famous Alfred Hitchcock. &quot;Rear Window&quot; is a dark story, like most hitchcock movies. L.B is played by James Stewart. L.B. is a photographer, but his leg is broken. He has to stay home, so he watches his neighbors through their windows. I felt sorry for his poor neighbors! Soon, L.B begins using his camera to fight evil. I saw the remake in 1998, but not the same. Daryl Hannah's acting was dreadful!
    ","is a photographer , but his leg is broken ."
251,61730,90.0,sa,764143,3,2,18,Describing a friend's weekend routine,"
      The city is Riyadh, in Saudi Arabia,it's in the desert. It's in the center Island Arabia. Is about 1200 kilometers from the Red Sea and about 450 kilometers from the Gulf Arabia. There are the camels beautiful. There are the palm.
    ",Is about 1200 kilometers from the Red Sea and about 450 kilometers from the Gulf Arabia .
252,110668,90.0,sa,768499,5,5,37,Filling out an insurance claim form,"
      I just saw 'Rear Window. ' What an amazing movie! Rear Window' was made in 1954 and was directex by the famous Alfred Hitchcock. 'Rear Window is a dark story, like most Hitchcock movies. L.B. Is played by james stewart. L.B. is a photographer, but his leg is broken. He has to stay home, so he watches his neighbors through their windows. I felt sorry for his poor neighbors! Soon L.B. begins using his camera to fight evil. I saw the remake in 1988, but it's not the same. Dary Hannah's acting was dreadful!
    ",Is played by james stewart .
253,110668,90.0,sa,768499,5,5,37,Filling out an insurance claim form,"
      I just saw 'Rear Window. ' What an amazing movie! Rear Window' was made in 1954 and was directex by the famous Alfred Hitchcock. 'Rear Window is a dark story, like most Hitchcock movies. L.B. Is played by james stewart. L.B. is a photographer, but his leg is broken. He has to stay home, so he watches his neighbors through their windows. I felt sorry for his poor neighbors! Soon L.B. begins using his camera to fight evil. I saw the remake in 1988, but it's not the same. Dary Hannah's acting was dreadful!
    ","is a photographer , but his leg is broken ."
254,110668,90.0,sa,768499,5,5,37,Filling out an insurance claim form,"
      I just saw 'Rear Window. ' What an amazing movie! Rear Window' was made in 1954 and was directex by the famous Alfred Hitchcock. 'Rear Window is a dark story, like most Hitchcock movies. L.B. Is played by james stewart. L.B. is a photographer, but his leg is broken. He has to stay home, so he watches his neighbors through their windows. I felt sorry for his poor neighbors! Soon L.B. begins using his camera to fight evil. I saw the remake in 1988, but it's not the same. Dary Hannah's acting was dreadful!
    ",begins using his camera to fight evil .
255,8101,70.0,ae,770587,7,5,53,Taking part in a TV viewing survey,"
      In my country, the goverment help the public college, there are many public university and you can choose which careers you want study. Is very common to see people for all age, specially many women than men. Fisrt step is make a admision test after that you wait if pass the test. Another option is private university is also pretty good but is more spensive and the last option is get your degrees online is the new trend for many people.
    ","Is very common to see people for all age , specially many women than men ."
256,8101,90.0,ae,770600,9,6,70,Asking for leave,"
      Caracas is the capital city from my country; we are around six millions people in a small city. We try to be educate in the public transportation and the public area. The weather in my city is tropical is really hot every day but we use suit and tie for going to the office. When someone invited to home for dinner usually we bring a dessert like cake or ice cream. We make sure that don''t forget the dessert. Usually we talk about politics, cars and cell phone. Is too bad smoke in front of the people, specialy in a close area.
    ","Is too bad smoke in front of the people , specialy in a close area ."
257,128370,95.0,sa,773389,2,5,13,Making notes for a visitor,"
      my neighborhood is big and busy. theres an italian restaurant across the street. there are alot of good shops and restaurant.
    ",theres an italian restaurant across the street .
258,122888,95.0,sa,773451,2,5,13,Making notes for a visitor,"
      My neighborhood is big and busy. Theres an italian restaurant across the street. Theres a library and a big department store.
    ",Theres an italian restaurant across the street .
259,122888,95.0,sa,773451,2,5,13,Making notes for a visitor,"
      My neighborhood is big and busy. Theres an italian restaurant across the street. Theres a library and a big department store.
    ",Theres a library and a big department store .
260,29914,60.0,jo,780116,9,2,66,Studying online,"
      Hi Mr I'm Here From JBC Company , My Boss Want 300 Laptops , and he said that he pay $350 Per One! Is That Good For You! The Total For The Laptops Is $105000 . The Next Step we need to The Delivery and surety what will be?! Please answer Me Here at this Email : xxx@gmail.com Im Waiting Fir The Answer and The accept from your Company. Thanks For Reading Sara Adas
    ",Is That Good For You !
261,123801,95.0,qa,781300,6,1,41,Writing a movie plot,"
      Summary sales meeting. Hi. I'm writing to summarize the sales meeting. Mark asked how many costumer we're have. Alice said we have 100 costumers. Frank asked is there any job cuts. Alice said that we haven't any job cuts and the deal is final. Action item, Alice said that we need to another ideas for company and clean up desks. Is there anything I miss, let me know. Thanks. R.
    ","Is there anything I miss , let me know ."
262,123801,95.0,qa,781349,14,2,106,Choosing a renewable energy source,"
      Dear Elizabeth, We've selected an ad campaign for Century watches. I'm sure you'll love our choice of campaigns. Many people think that Century is a classic and well-known brand, because it has featured some of the most famous stars in advertising campaigns. While this might be true, it's also true customers prefer Century because it's simply the best and most reliable watchmaker on the market. Thats the reason why Century has managed to be one of the top watchmakers worldwide. Considering Century's trend of working with famous stars we contemplated the idea of bringing a celebrity into the campaign. We decided, however, that the quality of the watch was more important than celebrity endorsement. For this reason, we decided that the ad would feature a man playing golf. Simple and crystal-clear, but with a slogan that delivers an efficient message; a message not directed to stars and athletes, but directed to each and every man that will read and look at our ad.
    ",Thats the reason why Century has managed to be one of the top watchmakers worldwide .
263,48979,60.0,sa,783207,5,5,37,Filling out an insurance claim form,"
      i just saw 'saw.' what an amaizing movie! 'saw' made in 2003 and was directed by john phelips. 'saw' is a dark story, like horror movies. is played by madlen johns and norah. The movie is horror. its the most great horror movie of all time.
    ",is played by madlen johns and norah .
264,157066,95.0,sa,785323,3,6,22,Writing your online profile,"
      Im a store manager for THE BODY SHOP company. Im responsible for around 5 people. I reported sales to Area manger.  I like my work. before I was a sales man in another company, I didnt like my manager. He was very unfriendly. 
    ",Im a store manager for THE BODY SHOP company .
265,165153,95.0,sa,785657,3,5,21,Giving suggestions about clothing,"
      I'll need some thing for the camping : a tent , sleeping bag , backpack and soap also towels,bottles of water and toilet paper. sometimes it can rain. So, I'll need bring sunscreen, sunglasses and comfortable clothes but also I should remember a sweater and a waterproof jacket. I'll see different kind of food . So I can have a lot of Italian food anytime.
    ",sometimes it can rain .
266,69097,80.0,sa,789654,11,3,83,Writing an advertising blurb,"
      I used to no think about the life too much. I mean, I was happy and everything, but I never really thought about what was imported and I never know whats coming tomorrow. In the past time, I wasted a lot of time worrying about ridiculous things and wasted a lot of money without care of myself and my health. Whats most important, live every day as if it were I last, and take care of my health. Without your health you cant do anything, so I try to exercise daily and eat free-fat food (healthy food) and I also try to travel with my husband to another country to have fun time together. I dont have any time for being depressed. The lifes to short and I have to live it, love it, maximize it
    ","Whats most important , live every day as if it were I last , and take care of my health ."
267,112237,60.0,sa,791353,2,6,14,Telling someone what you're doing,"
      my a partment is big . has 4 bedroom . and big kitchin a new freag . there garge . and safty neebhood .
    ",has 4 bedroom .
268,4273,95.0,sa,794317,2,5,13,Making notes for a visitor,"
      My neighborhood where I live is very much, interesting and modern. theres a school , hospital , Indian Restaurant , shopping center and a coffee shop. And there is also a very large telecommunications company in front of my house. My favorite place is the shopping center. The people love Entertainment City near my house because it big and beautiful and there are games for children. I love everything about it.
    ","theres a school , hospital , Indian Restaurant , shopping center and a coffee shop ."
269,4273,95.0,sa,794320,3,2,18,Describing a friend's weekend routine,"
      I love Texas. Is one of the mandates of the United States.Texas is America's largest states after Alaska, which is the center of South America. Grandfather's old house in Austin. Moving forward without interruption in Jackson St. After that go beyond the neighborhood of San Marcos. Take or through on the right. He was near the Hudson Bend Park. It's a beautiful home.
    ","Is one of the mandates of the United States.Texas is America 's largest states after Alaska , which is the center of South America ."
270,4273,95.0,sa,794321,3,3,19,Renovating your home,"
      The Ritz-Carlton Hotel offers Riyadh a number of personalized services for guests. Such as 24-hour room service.A land of natural scenic wonderful large section of the hotel, which is a suitable place for relaxation and hiking.There is the Internet through Wireless available for hotel use. Rooms at the Ritz-Carlton Riyadh include spacious Coffee tea and coffee making facilities, cable / satellite channels and a flat - screen TV. Bathrooms include hair dryer, dresses for showers and complimentary toiletries. Is very expensive but deserve it.
    ",Is very expensive but deserve it .
271,4273,95.0,sa,794327,4,3,27,Writing a party invitation,"
      A month ago from now, he was my uncle's stolen his apartment. Is very modern and overlooking the sea. Stole everything precious such Camcorder digital camera, TV, pieces of gold for my uncle's wife, and all kitchen appliances. They also broke furniture, my uncle is very sad. It has been verified that the offender from the neighbors. This a very shameful thief.
    ",Is very modern and overlooking the sea .
272,64498,90.0,ly,795747,3,6,22,Writing your online profile,"
      Hi james,  how are you? My name is fawzi HR department manager. I need to talk to you, if you would. As a starting I've heard a lot about you as a technician, excellent ability in IT tech.  I think you deserve what are you upon. Turning to the mean issues.  I would like to say; Here and wherever we go there are a rules must be unbreakable. so a number of things could upset the people in around for instance the rudeness, leaving wrappers,laud music and also anti social or un cooperated.  This is a big company and here we are looking forward to work all as a share team . neither disturbance nor conflict is in account here. instead of that an accuracy is acceptable. there fore, let's seal the deal know by opening new era as everyone expect. ah ,what you say? Is it deal It was nice talk to you. thank you.
    ",Is it deal It was nice talk to you .
273,17302,60.0,sa,802931,7,2,50,Planning for the future,"
      Dear Dafer I hope this email find you good. I am heard your scientific successes in the pharmacoecnomic and that good news to me . My situation now is very goog but joined to scholarship to studying the patient safety program in USA at this september. Before i am start my study i would to ask you some questions about the live in USA. Is it expensive , where i can live , what is the kind of food , and what is the good restaurant in the PA.
    ","Is it expensive , where i can live , what is the kind of food , and what is the good restaurant in the PA ."
274,76396,100.0,sa,808247,1,6,6,Signing up for a dating website,"
      The Steak House is a really good restaurant. The food is delicious. Is has soup and fresh salad.  The meat is very delicious, but it's very expensive.
    ",Is has soup and fresh salad .
275,30481,90.0,qa,820413,5,5,37,Filling out an insurance claim form,"
      I just saw Escape Plan. What an amazing movie. 'Escape Plan' was made in 2012 and was directed by Michele. 'Escape Plan' is a action and thriller movie. N.E. is played by Sylvester Stallone. D.F. is played by Arnold. I think they are ones of the greatest actors for all time. I think their acting were interesting. They were together in prison. N.E. thinks to escape from prison, but he needs to help. He finds D.F. assisted on. I won't tell you how it ends-see 'Escape Plan' for yourself.
    ",is played by Sylvester Stallone .
276,30481,90.0,qa,820413,5,5,37,Filling out an insurance claim form,"
      I just saw Escape Plan. What an amazing movie. 'Escape Plan' was made in 2012 and was directed by Michele. 'Escape Plan' is a action and thriller movie. N.E. is played by Sylvester Stallone. D.F. is played by Arnold. I think they are ones of the greatest actors for all time. I think their acting were interesting. They were together in prison. N.E. thinks to escape from prison, but he needs to help. He finds D.F. assisted on. I won't tell you how it ends-see 'Escape Plan' for yourself.
    ",is played by Arnold .
277,20621,95.0,sa,821185,2,5,13,Making notes for a visitor,"
      My neighborhood is big and small . Theres bookstore next to supermarket . Theres a library in font of bank .
    ",Theres bookstore next to supermarket .
278,20621,95.0,sa,821185,2,5,13,Making notes for a visitor,"
      My neighborhood is big and small . Theres bookstore next to supermarket . Theres a library in font of bank .
    ",Theres a library in font of bank .
279,57930,95.0,sa,823537,5,3,35,Labeling photos from a safari,"
      Managers are very good and gentle, dealing with some friends, and some day we meet with, a man diligent and wise faces problems between staff and wondrously easy, educated and cultured and administrative excellent, hard-working gives each share. Distributes business employees equal, I am very lucky Presidents very disciplined in working time of entry and exit, resolute in action and non-courtly, treats everyone equal.
    ","Distributes business employees equal , I am very lucky Presidents very disciplined in working time of entry and exit , resolute in action and non-courtly , treats everyone equal ."
280,12425,95.0,sa,825375,7,1,49,Giving instructions to play a game,"
      I feel optimistic about the future because many reasons such : people are not thinking about pollution and they don't decrease use unhealthy materials for air and water quality. and when people go out to spend some of time in for example Gardens or beaches they don't care about how will look like the place after they go dirty or clean ? and cars ? trains ? planes ? boats we use it ? is work by gasoline so that we could not getting air and water quality. finally : i think that people have to be more care about pollution in order to have bright future.
    ",is work by gasoline so that we could not getting air and water quality .
281,75729,95.0,kw,826292,7,1,49,Giving instructions to play a game,"
      hello,  am Chadi, working as Project Engineer in construction co.  the new technology is very important to us, as it can make our work easier and save time and cost. lets talk about the tower crane , how to built the new skyscraper without it, its impossible. future will be amazing and building will be fantastic. am so optimistic about the future and day by day the new inventions will help us too much.  Regards
    ","lets talk about the tower crane , how to built the new skyscraper without it , its impossible ."
282,106950,70.0,ye,826739,10,1,73,Helping a friend find a job,"
      Hi anna  I found a job for you Zookeeper at flossington zoo i want to encourage you to apply soon i think it will be  absolutely phenomenal job i urge you to consider applying . is outside job i think that what you looking for you will be dealing with animals preparing thier food pay is totally spectacular $50,000 benefit full accident insurance one month holiday every year, regular trip to Florida to observe willd crocodiles  by far is almost  exhilarating job dont miss it i dont think you could find a better position then that, good luck let me know what is going to be your decision. your sencerely wanma
    ","is outside job i think that what you looking for you will be dealing with animals preparing thier food pay is totally spectacular $ 50,000 benefit full accident insurance one month holiday every year , regular trip to Florida to observe willd crocodiles by far is almost exhilarating job dont miss it i dont think you could find a better position then that , good luck let me know what is going to be your decision ."
283,142929,90.0,sa,835604,2,6,14,Telling someone what you're doing,"
      I share a house with my family. Is big house . There is many bedrooms and many bath. The house is comfrtable ,but the neighborhood very noisy.
    ",Is big house .
284,80713,90.0,sa,838566,3,1,17,Replying to a new penpal,"
      The guitar and Me friend She's really into her guitar . She has very beautiful sound . Always she sing for me . She always ask me to play with her guitar .
    ",Always she sing for me .
285,24057,90.0,sa,839165,3,2,18,Describing a friend's weekend routine,"
      My birthplace is Al Riyadh.It is in Saudi Arabia.It's a capital city of Saudi Arabia. Is abut 300 km west from Arabic coast,and abut 900 km east from Mecca. There are many of skyscraper,and International hotels.
    ","Is abut 300 km west from Arabic coast , and abut 900 km east from Mecca ."
286,24057,90.0,sa,839167,3,4,20,Giving directions to a party at home,"
      Ead Alfetar is my favorite event. This big festival lasts for three day's. all The Muslim's are celebrating it. Begins with prayers called &quot; Ead prayers&quot;, then Begin the popular festivals.
    ","Begins with prayers called & quot ; Ead prayers & quot ; , then Begin the popular festivals ."
287,93095,90.0,sa,841735,3,3,19,Renovating your home,"
      My favorite hotel is the Hilton. it's in the downtown. in front of gate is flowers. its great smell.  everything is beautiful. it's also big and modern. the rooms are clean and big. the bed is comfortbale .and its internet free. the rate is high. is about 1900 SAR for night!
    ",is about 1900 SAR for night !
288,93027,80.0,sa,850932,1,6,6,Signing up for a dating website,"
      I have a good restaurant, It offers Italian food. The pasta is very delicious and drink .  Has a Fresh salad , And chicken salad you like . And a tasty soup.
    ","Has a Fresh salad , And chicken salad you like ."
289,124,90.0,sa,851440,3,2,18,Describing a friend's weekend routine,"
      i live in saudi Arabai in madinia city . is about 200 kilometers from the red sea cost. the red sea beach is beatuful . i alwayse go that with my friend last weekend . that is located north from my city . my uncle living that.
    ",is about 200 kilometers from the red sea cost .
290,103353,90.0,ae,854649,7,4,52,Writing about a memorable experience,"
      I think that TV. is playing a big role in these days , depending to those whose are running the TV . In my country most people are boring from the TV programs because of the policy of the government that is trying to imposes it's point of view or it's policy on the people , that's why most people are going to watch another channel from different countries . At the same time I feel strongly that there are too many commercials on TV . I think that mast be some more restrictions on them .
    ","is playing a big role in these days , depending to those whose are running the TV ."
291,103353,90.0,ae,854657,8,6,62,Responding to written invitations,"
      Well it was along way to get to that school about 30 minutes to get there, old building , few students I hate that place. One day I was in the classroom a car come to that school I looked from the window she was a blond thin short lady. I looked at her I said between me and myself she is a very poor short lady. Days come I didn't know what happened she looked like a wonderful and very smart, well  I something happened to me It was love think of her every minute. It was great days of my life I was so happy. I hope that strange feeling will knock my door again.
    ","Days come I did n't know what happened she looked like a wonderful and very smart , well I something happened to me It was love think of her every minute ."
292,18717,90.0,sa,855908,5,5,37,Filling out an insurance claim form,"
      I just saw Rear Window. What an amazing movie! Rear Window was made in 1954 and was directed by the famous Alfred Hitchcock. Rear Window is a dark story, like most Hitchcock movies LB. is played by James Stewart L.B. is a photographer, but his leg is broken. He has to stay home, so he watches his neighbors through their windows. I felt sorry for his poor neighbors! Soon, LR begins using his camera to fight eviL I saw the remake in 1998, but fts not the same. Daryl Hannahs acting was dreadful! 
    ",is played by James Stewart L.B .
293,18717,90.0,sa,855908,5,5,37,Filling out an insurance claim form,"
      I just saw Rear Window. What an amazing movie! Rear Window was made in 1954 and was directed by the famous Alfred Hitchcock. Rear Window is a dark story, like most Hitchcock movies LB. is played by James Stewart L.B. is a photographer, but his leg is broken. He has to stay home, so he watches his neighbors through their windows. I felt sorry for his poor neighbors! Soon, LR begins using his camera to fight eviL I saw the remake in 1998, but fts not the same. Daryl Hannahs acting was dreadful! 
    ","is a photographer , but his leg is broken ."
294,56272,95.0,sa,860883,1,3,3,Writing an online profile,"
      Dammam City is big and busy.Central Park is beautiful, and the city has a lot of great buildings and restaurants.There are a lot of expensive shops. Dammam is a great city! is freely city close to the Gulf.
    ",is freely city close to the Gulf .
295,56272,100.0,sa,860909,5,5,37,Filling out an insurance claim form,"
      I just saw 'Rear Window.' What an amazing movie! 'Rear Window' was made in 1954 and was directed by the famous Alfred Hitchcock. 'Rear Window' is a dark story, like most Hitchcock movies. L.B. is played by James Stewart. L.B. is a photographer, but his leg is broken. He has to stay home, so he watches his neighbors through their windows. I felt sorry for his poor neighbors! Soon, L.B. begins using his camera to fight evil. I saw the remake in 1998, but it's no the same. DaryI Hannah's acting was dreadful!
    ",is played by James Stewart .
296,56272,100.0,sa,860909,5,5,37,Filling out an insurance claim form,"
      I just saw 'Rear Window.' What an amazing movie! 'Rear Window' was made in 1954 and was directed by the famous Alfred Hitchcock. 'Rear Window' is a dark story, like most Hitchcock movies. L.B. is played by James Stewart. L.B. is a photographer, but his leg is broken. He has to stay home, so he watches his neighbors through their windows. I felt sorry for his poor neighbors! Soon, L.B. begins using his camera to fight evil. I saw the remake in 1998, but it's no the same. DaryI Hannah's acting was dreadful!
    ","is a photographer , but his leg is broken ."
297,56272,100.0,sa,860909,5,5,37,Filling out an insurance claim form,"
      I just saw 'Rear Window.' What an amazing movie! 'Rear Window' was made in 1954 and was directed by the famous Alfred Hitchcock. 'Rear Window' is a dark story, like most Hitchcock movies. L.B. is played by James Stewart. L.B. is a photographer, but his leg is broken. He has to stay home, so he watches his neighbors through their windows. I felt sorry for his poor neighbors! Soon, L.B. begins using his camera to fight evil. I saw the remake in 1998, but it's no the same. DaryI Hannah's acting was dreadful!
    ",begins using his camera to fight evil .
298,115975,80.0,sa,861100,15,5,117,Comparing two online retailers,"
      As the world evolves and scientists every day we go out things that did not yield to expect that resides in the hands of human beings, I believe that in 25 years' time the technology,There will be computers the size of a blood cell,Based on the history of the development of the computer. That may be connected directly to the brain capable of understanding and responding to ideas, there is then no need to manually enter data into the computer. I expect to see the future of green technology developed and I turn to civilization characterized by self-sustainability and environmentally drains itself Not only through wind turbines and solar panels and even in the construction of buildings and sustainable procurement and even green chemistry. This is not only ideas, but projects in the pipeline and this is only the beginning. Will cars will see a plane in the near future as well? Is questionable. But it is certain that the next technology looks much more green.
    ",Is questionable .
299,157498,70.0,sa,861306,1,3,3,Writing an online profile,"
      I live in KSA ,in the from Riyadh. theres a big park in KSA,and there is a building Kingdom. the shops in Riyadh are expensive.
    ","theres a big park in KSA , and there is a building Kingdom ."
300,132904,90.0,sa,863155,4,3,27,Writing a party invitation,"
      There was a theft in Melbourne last month . Theives broke in a jewellry shop and stole lots of gold and diamonds. The police arrest them 5 dates later .And all the jewell brought bake to the owner of the shop.  The owner of the shop hired two security guards .
    ",Theives broke in a jewellry shop and stole lots of gold and diamonds .
301,82988,95.0,sa,863483,3,2,18,Describing a friend's weekend routine,"
      I live in Saudi Arabia .  I was born in a Buraydah city . is about 350 kilometers from Riyadh . My city is center of Saudi .  The city has many beautiful , old bilding and  a lot  of parks . It has weather very bad .
    ",is about 350 kilometers from Riyadh .
302,138927,95.0,sa,863539,10,4,76,Applying to be a fitness trainer,"
      #First property: Cottage for  200,000 . -Has a wonderful view. -Has been recently renovated with new bathrooms. -Needs a new roof. -One bedroom, living room, kitchen, bathroom with shower. -Enough land to extend or build a pool. #Second property: Hamilton house for 1.5 million. -Right on the seafront. -Great history. -Needs some restoration. -Habitable, but can be rented out as well. -Located in a beautiful village on Ithaca. -Enough land to build another house with seafront. -Kitchen/Dining room, 5 bedrooms, hall,Cistern, sitting room, 5 bathrooms. -Only available to interested parties committed to retaining or restoring house to its former glory and cannot be demolished. #Third property: New apartments for 160,000 each. -Vathy bay view. -One apartment would be really small, but there is a possibility of join some together in order to have more bedrooms and space, since they are not complete yet. -No need to renovate.%% #Forth property: Villa and business for 450,000 . -Located in a quiet and traditional corner of Vathy. -Close to the surrounding beaches. -Very successful holiday rental business. -Would be utterly suitable to live and rent some rooms at the same time.
    ",-Needs some restoration .
303,28034,90.0,sa,864442,5,5,37,Filling out an insurance claim form,"
      I just saw 'Rear Window'. What an amazing movie 'Rear Window'was made in 2012 and was directed by the famous Alfre Hitchcock. 'Rear Window' is a dark story, like most Hitchcock movies. L.B. is played by Dived nebd. L.B. is a photographer, but his leg is broken. He has to stay home,so he watches. I fell sorry for his poor neighbors through windows.
    ",is played by Dived nebd .
304,28034,90.0,sa,864442,5,5,37,Filling out an insurance claim form,"
      I just saw 'Rear Window'. What an amazing movie 'Rear Window'was made in 2012 and was directed by the famous Alfre Hitchcock. 'Rear Window' is a dark story, like most Hitchcock movies. L.B. is played by Dived nebd. L.B. is a photographer, but his leg is broken. He has to stay home,so he watches. I fell sorry for his poor neighbors through windows.
    ","is a photographer , but his leg is broken ."
305,16872,95.0,dz,867140,10,4,76,Applying to be a fitness trainer,"
      First property:cottage. _Price:200,000. _Location: Ithaca island. _Needs a new roof. _ Brand new bathroom with a shower one. bedroom,kitchen,living room. _ Picturesque view. Second property:Hamilton house. _Price:1.5 million. _Location:Ithaca. _Near the sea. _Needs renovating. _Can not be demolished. _Has history. _Kitchen,dining room, hall, 5 bedrooms, 3 bathrooms. Third property:apartment . _Price: 160,000. _Sea view. _Spacious and bright. _Choose what you want as fittings and it will be ready in two months and it's included in the price.  Forth property:villa. _Price: 450,000. _Close to the sea. _Could rent the rooms out at the same time being there. _Near the center of Vathy. _Luxurious.
    ",_Needs a new roof .
306,129764,90.0,sa,868302,4,1,25,Writing about what you do,"
      After 2 months in september will begin the olive festival . Is lasts for whole month and is the most famous event in The JOUF city .  Where the sale of municipal olive and olive oil also . I'm so excited for it .
    ",Is lasts for whole month and is the most famous event in The JOUF city .
307,134991,90.0,sa,868881,12,5,93,Proofreading an article,"
      One month ago I applied for a scholarship on the internet, and I got expected. So they called me for documentation checking, just to make sure if every thing I wrote was true and so, and they set a date for me to come. My date was early, I was first one to arrive between thousands appliers, so they started the day with me. After I entered the big classy hall, I went to the first counter, I said hello sat down and gave her my ID. Once she scanned my ID, she looked at the computer screen, opened here as if she had seen a ghost, her face became pale and very quickly she jumped off her seat screaming with my ID in her hand. At that moment I was sitting in my seat, panicking inside and confused, thinking about what she had possibly seen about me in the computer, making her react like that. Seconds later I heard her speaking to a colleague, complaining about a bug standing on the screen. I felt so relieved after hearing her say that, so I picked up a tissue, killed the bug, and I asked her nicely to come back and finish the job.%% It was one of the scariest moment of my life!
    ","Seconds later I heard her speaking to a colleague , complaining about a bug standing on the screen ."
308,158052,90.0,sa,874484,11,3,83,Writing an advertising blurb,"
      I used to think about my life too much and set goals and plans that I never ever do it or take step in it. So I always feel miserable by wasting my precious time in YouTube and stuff. I know also what Prophet Mohammed say that youth, leisure time and money will make some one bad. I really feel upset. In the other hand I am happy after I figure out that if I want to be success I must trust in Allah and pray from my heart for it. Always people said that life is short, come in. And I said what I really want in the life is to be in heaven after I died so I will pray for that all time, may Allah forgive me. And I always asked him to love me and make me love him.
    ","Always people said that life is short , come in ."
309,103069,95.0,sa,886544,5,5,37,Filling out an insurance claim form,"
      I just saw &quot; The rights &quot; . what an amazing movie . It was made in 1966 and was directed by the famous Sohail Sony . It was a dark story . L.B is played by James . L.B. is photographer , but his arm is broken . He has to stay home ,so he watched his neighbors through their windows . I felt sorry for his poor neighbors .
    ","is photographer , but his arm is broken ."
310,45291,90.0,sa,887196,1,4,4,Describing your family in an email,"
      My freined is very tall and very nice .has hair is black.He always smiles . has eyes is black. He is very fat
    ",has eyes is black .
311,157370,80.0,sa,895491,2,5,13,Making notes for a visitor,"
      my neighborhood is small and busy.theres an saudi restaurant across the street . theres a supermarket and bigWarehouses . there are a lot of good shops and restaurants . theres a coffe shop and a good kabsa (rise) place. my favorite place is the bar(desert) . its on the corner of hamza street and first street . i go there some weekend
    ",theres a supermarket and bigWarehouses .
312,157370,80.0,sa,895491,2,5,13,Making notes for a visitor,"
      my neighborhood is small and busy.theres an saudi restaurant across the street . theres a supermarket and bigWarehouses . there are a lot of good shops and restaurants . theres a coffe shop and a good kabsa (rise) place. my favorite place is the bar(desert) . its on the corner of hamza street and first street . i go there some weekend
    ",theres a coffe shop and a good kabsa ( rise ) place .
313,142866,95.0,sa,896982,13,4,100,Giving advice about budgeting,"
      Green business is important to me. If a business is truly green, then I think it is doing its part to be enviromentally friendly. To be truly green, a business should consider using renewable energy, such as solar or wind power, or an offic with a green roof. Businesses that sell green products have to conserve natural resources as much as possible by using organic, recycled and biodegradable materials in their products and packaging. I don't go out of my way to by green products, but I will pay a lot more for certain items. It's not always easy to find truly green products in my neighborhood, and I don't want to waste gasoline by driving around to by green product.
    ","Businesses that sell green products have to conserve natural resources as much as possible by using organic , recycled and biodegradable materials in their products and packaging ."
314,115659,95.0,sa,897934,10,6,78,Describing a terrifying experience,"
      Im a successful teacher who proved herself through two years only. I get high salary and respect. I live with my rich educated lovely parents in a big house. Also, I have everything I want. However, I think there is something missing. Sometimes, Im wondering if I made the right decision when I chose teaching as a job. I love to be a lawyer since I was a kid but its a hard job and it would influence in my personal life. My father believes that I will be a great lawyer and he is ready to pay law school costs when I decide to start again. Im still young and I know that I have all person l qualities to be a great lawyer. On the other hand, being a lawyer is going to change my personality. It may make me more aggressive and tough as I was before I have been a teacher. Im confused but Im looking to find a way to decide which the best for me is.
    ",Im a successful teacher who proved herself through two years only .
315,115659,95.0,sa,897954,14,2,106,Choosing a renewable energy source,"
      Dear Elizabeth, Weve selected an ad campaign for Century watches which youll love it. A lot think that Century is luxury and unique brand, because it has featured some of the most famous stars in the many important events. However, Century watches give a special charm and feeling of luxury. Thats the reason why Century has managed to be one of the top watchmakers among high classes worldwide.  Thats why we decided that the ad would feature a beautiful lady getting all attention. Shes beautiful, charming and confident, and her feeling is the same feeling of who wear Century watches. Your glamour; your Century. Its simple message that your glamour can't be with a special Century watch. Best regards...
    ",Thats the reason why Century has managed to be one of the top watchmakers among high classes worldwide .
316,140690,90.0,sa,901250,2,5,13,Making notes for a visitor,"
      my city is big and beautiful . theres many restaurant across the street. theres park between library and movie thearer. theres big school in front of playground. theres playground behind bank.my favorite place is a good pizza place,coffe shop and bookstore
    ",theres park between library and movie thearer .
317,140690,90.0,sa,901250,2,5,13,Making notes for a visitor,"
      my city is big and beautiful . theres many restaurant across the street. theres park between library and movie thearer. theres big school in front of playground. theres playground behind bank.my favorite place is a good pizza place,coffe shop and bookstore
    ",theres big school in front of playground .
318,73417,80.0,sa,902467,6,6,46,Writing an email of advice,"
      ??? writes at the head of every line. Name of the man, the name of an animal ?the name of the plant, the name of MaxThen each one says Maketbh van was one similar to it Eachdhu degree incomplete and that was taking a different Class full and did not write something and then the game continues and gets the highest score is Winner
    ",writes at the head of every line .
319,69917,80.0,sa,904770,4,3,27,Writing a party invitation,"
      There was a theft in our neighborhood last month. Thieves stole our neighbor's money. The Police arrested the thieves in the fastest time and then the police return the stolen money to our neighbor.Our neighbor thanked police often. It was really scary.
    ",Thieves stole our neighbor 's money .
