,learner_id,grades,nationality,writing_id,levels,unit,topic_id,topic_text,passage,query_sentence
26,22158,99.0,it,68467,4,2,26,Describing routines,"
      Sean Plays basketball every afternoon. Plays computer games at 6pm. Watches movies on Saturday at 5pm. Granny Does laundry in Tuesday afternoon. Does gardening in the morning. Sets the table at 6pm. Me I feed the dog at 8am every day. I walk the dog in the afternoon. I feed the dog again at 5pm every day.
    ",Sets the table at 6pm .
27,142906,88.0,it,70504,7,2,50,Planning for the future,"
      I am going to coordinate a research project, namely MAAT project. I have to coordinate twelve research groups.ten of them are people citizen of five european nations. There is also an uruguyan partner and a russian partner.the project the design of an airship rans at stratospheric altitude, as a cruiser. is is joint to six feeders which are able to disjointing and landing.
    ",is is joint to six feeders which are able to disjointing and landing .
28,2521,88.0,it,77537,7,1,49,Giving instructions to play a game,"
      There's an area that we call the &quot;bowling alley&quot;.Here we have ten bottles that we use as &quot;bowling pins&quot;.Line up the bottles in rows of 4, then 3, then 2 and finally 1.Give to each player a frisbee. Each player use the frisbee to shot two times every turn. Each player has 10 turns to score points  knocking down the pins. If every pin   knock down the player takes two extra shoots.  Wins   the player whom has scored more points.
    ",Wins the player whom has scored more points .
29,167065,93.0,it,77608,4,2,26,Describing routines,"
      Sean Plays basketball every afternoon. Plays computer games at 6 pm. Watches movies on Saturday at 5 pm. Granny Does laundry on Tuesday afternoon. Does gardening in the morning. Sets the table at 6pm. Me I feed the dog at 8am every day. I walk the dog in the afternoon. I feed the dog again at 5 pm every day.
    ",Plays computer games at 6 pm .
30,167065,93.0,it,77608,4,2,26,Describing routines,"
      Sean Plays basketball every afternoon. Plays computer games at 6 pm. Watches movies on Saturday at 5 pm. Granny Does laundry on Tuesday afternoon. Does gardening in the morning. Sets the table at 6pm. Me I feed the dog at 8am every day. I walk the dog in the afternoon. I feed the dog again at 5 pm every day.
    ",Does gardening in the morning .
31,167065,93.0,it,77608,4,2,26,Describing routines,"
      Sean Plays basketball every afternoon. Plays computer games at 6 pm. Watches movies on Saturday at 5 pm. Granny Does laundry on Tuesday afternoon. Does gardening in the morning. Sets the table at 6pm. Me I feed the dog at 8am every day. I walk the dog in the afternoon. I feed the dog again at 5 pm every day.
    ",Sets the table at 6pm .
32,66774,87.0,it,77707,4,2,26,Describing routines,"
      Dear Mr. Smith, i leave for 1 week and i write you have to do: loundry , gardening...remember to wolk the dog in the afternoon and to feed him at 8am and 5pm every day. I forgot: on sunday can you set the table at 6pm? I'll arrive at 7pm and i'll be hungry! Thanks a lot.
    ",Thanks a lot .
33,148182,90.0,it,77772,8,2,58,Reviewing a song for a website,"
      JOSH WOODWARD, HOME IMPROVEMENT: I don't know this artist and I hear this song for the first time. Is an enjoyable song and excellent instruments like guitar and drum. His voice is relaxing but the lyrics of song is banal. I think that he could use some other instruments like the piano o the trumpet. He hasn't studied music and so the armony of song is simple. In a nutshell this is the worse song that I have ever heard. Fabio Taurino
    ",Is an enjoyable song and excellent instruments like guitar and drum .
34,141686,87.0,it,78400,5,4,36,Giving instructions to a house-sitter,"
      Hi John, I go for a week outdoor, can  you help me because I have a dog, a red fish and a lot of plants in my appartement. I always walk my dog twice in a day at 7am and at 8pm. The red fish eats three time in a week. I also water my plants every day in the morning. In the refrigerator there is a lot of food: vegetables, fruits and cheese. Thanks a lot for your aid, I see you soon.
    ","Thanks a lot for your aid , I see you soon ."
35,9108,90.0,it,81555,9,4,68,Signing a waiver to go skydiving,"
      Hi Steve, I read and understood the insurance policy and I have sign it. It s clear that my health is my own responsibility, and Im responsible for my actions at all times. I will receive medical treatment but I not receive any compensation if Im injured. If I want to be covered I have to buy an insurance package. I also understand that I have to return the equipment in good condition and I have to pay in case of lost, stolen or damaged equipment. Thanks a lot for . Have a nice day Rossella
    ",Thanks a lot for .
36,35413,93.0,it,82617,3,2,18,Describing a friend's weekend routine,"
      Saturday.At 11.30am goes swimming. In the afternoon eats lunch and reads emails. At 6:00pm eats dinner. Watches TV at 10:00pm.Sunday.In the morning goes to the park and plays tennis. At 3:00pm goes shopping. Goes to the cinema at 8:00pm. At 10:00pm goes to bed.
    ",Goes to the cinema at 8:00pm .
37,139206,89.0,it,83635,4,1,25,Writing about what you do,"
      Hi , I'm Alessandro and I work in International company. I'm consultant in Software Asset Mangement. It is interesting because I usually meet different people and help them. Ever I'm in the office and usually I have business trip and meeting in different place. Always talk to phone and write mail.
    ",Always talk to phone and write mail .
38,33599,94.0,it,102277,4,2,26,Describing routines,"
      sean plays basketball everyday in the afternoon. plays computer games at 6pm. watches movies on saturday at 5pm. granny does laundry on tuesday afternoon. does gardening in the morning. sets the table at 6pm. you feed the dog at 8am every day. walk the dog in the afternoon. feed the dog again at 5pm evey day.
    ",plays computer games at 6pm .
39,33599,94.0,it,102277,4,2,26,Describing routines,"
      sean plays basketball everyday in the afternoon. plays computer games at 6pm. watches movies on saturday at 5pm. granny does laundry on tuesday afternoon. does gardening in the morning. sets the table at 6pm. you feed the dog at 8am every day. walk the dog in the afternoon. feed the dog again at 5pm evey day.
    ",does gardening in the morning .
40,33599,94.0,it,102277,4,2,26,Describing routines,"
      sean plays basketball everyday in the afternoon. plays computer games at 6pm. watches movies on saturday at 5pm. granny does laundry on tuesday afternoon. does gardening in the morning. sets the table at 6pm. you feed the dog at 8am every day. walk the dog in the afternoon. feed the dog again at 5pm evey day.
    ",sets the table at 6pm .
41,115548,89.0,it,103002,4,1,25,Writing about what you do,"
      I'm stefano and I'm a teacher of karate.I love my job beacuse I work with children, I like the children beacuse they are so funny. Sometimes it's very difficults beacuse today the children are very bright, they love the computers and to whact the TV and they don't like the gym.
    ","Sometimes it 's very difficults beacuse today the children are very bright , they love the computers and to whact the TV and they do n't like the gym ."
42,31372,89.0,it,107817,7,1,49,Giving instructions to play a game,"
      Use ten plastic bottles as &quot;bowling pins &quot;. Fill them with a litthe water, to make them heavier. Line up the bottles on rows of 4, then 3, the 2, then 1. Give to each player a frisbee. Throw only one shot on each turn for a total of ten turn each. To score a point, knoch down the pin. Knock down all the bottles and score a &quot;strike&quot;. The player that score a strike takes two more shots. Wins the game: the player with the most points . Don't play the game on a very windy day.
    ",Wins the game : the player with the most points .
43,102596,95.0,it,113009,7,1,49,Giving instructions to play a game,"
      Mark an area of about 8 x 3 meters as &quot;blowing alley&quot;Use ten plastic bottles as &quot;bowling pins&quot;, fill them with a little water. Line the bottles up in rows of 4, 3, 2, 1 like ten-pins bowling. Each player gets a frisbee and takes two shorts on each turn. Players get ten tourns each. Score one point for each pin that is knocked down. If the player knocks down all the pins &quot;strike&quot; he takes two more shots and adds all the points together. wins the player with the most points. Don't play in a very windy day!!
    ",wins the player with the most points .
44,102064,88.0,it,114583,8,6,62,Responding to written invitations,"
      Dear, I'm flattered actually. Your email is so nice and sweet. I didn't understand that you're really into me. I don'know...maybe I thought you found me actractive and nothing more. We've gone out together few times and everyone with friends. I really don't know you. I want to be honest: I'm not in love with you, but I think you're nice and funny. So I'd like know you better. Step by step. Why don't you try to invite me for a coffee? Kisses f.
    ",Kisses f .
45,102064,92.0,it,114603,11,2,82,Helping a coworker deal with a phobia,"
      Hi Ian, John told me that you want to resign because your claustrophobia can't let you working in the new office. I don't want to lose a colleage like you for an irrational fear. I don't say that is not a serious problem. I can't imagine how you feel into an enclosed space: anxiety, panic, breathing problems, sweating. And I'm sure you feel ridiculous and annoyed with yourself. Everything from work to leisure is conditioned by your phobia. But you must overcome it. A number of treatments and techniques are avaible to dealing with claustrophobia. You should practice a Cognitive Behavior Therapy that teaches some techniques to calm you in a panic attack. Otherwise you can ask a drug treatment. But I think that the first is better for you. You are a brave man and you can learn to live with your fears to overcome them. Kisses F.
    ",Kisses F .
46,111707,99.0,it,114833,3,6,22,Writing your online profile,"
      Name: Andrea. Age: 40. Birthday: 1 May. Like doing: climbing and cooking. Lives in: Milan, Italy. Favorite season: Spring. Animal: chicken. Time: evening. Day: Friday. Number: 8
    ","Lives in : Milan , Italy ."
47,111707,88.0,it,114866,7,8,56,Posting comments on a celebrity forum,"
      Hello guys, I came back yesterday night from Sicily where my girlfriend and I spent a beautiful vacation. Thats the why I completely ignore every gossip about Gavin Taylor. Add to this, I can write my blog about this just now because I hadnt any free time before.Ive read your blogs while I was having my breakfast today and all of these have made me confused since this morning! I really think Im not care about any gossip because I absolutely can live without them. In my opinion theres no gossip more interesting than that one about when will it be our next vacation together?
    ",Thats the why I completely ignore every gossip about Gavin Taylor .
48,167155,90.0,it,117440,4,1,25,Writing about what you do,"
      I'm work in the husband's shops where we sell clothes. I love my job because I love wear exciting clothes. I always help peoples to choose clothes, accessories and shoes. Sometimes it's tireding because I always stand up all day. Often I talk on the phone and I write emails. Twince a year we go on business trip to order the new collection.
    ",Sometimes it 's tireding because I always stand up all day .
49,79956,89.0,it,119718,4,4,28,Writing about what you like doing,"
      I Dillon, I know, my birthday is coming up.Unfortunately I can't surf. I don't like surfing because it's too difficult. I like scuba dive because it's very interesting but I can't scuba dive. I don't like sailing because it's too boring. For my birthday I'd like playing soccer because it's fun and exciting. Can you play any musical instruments? You can make music. It's fun. Please tell me if possible do this. Thanks a lot. Max
    ",Thanks a lot .
50,16245,85.0,it,119859,7,2,50,Planning for the future,"
      Career plan for Elizaveta. 1. First, I make a fantasy CV, which will includes all the elements of a my perfect CV. 2. Next, I am going to start applying for jobs as soon as possible. Important - practice doing job interviews to help me get used to the type of questions asked. 3. Another thing I attend a career fair. It is a good opportunity to meet potential employers. 4. The fourth stage of my plan is get out into the world and learn about other cultures (take a gap year). 5. Finally, I will doing volunteer work. Is a good way to improve a CV.
    ",Is a good way to improve a CV .
51,126853,95.0,it,126991,3,5,21,Giving suggestions about clothing,"
      Why don't you buy a purple top? Is very nice for you. I think you should buy the orange summer skirt, is very nice and cheap.
    ",Is very nice for you .
52,54267,96.0,it,127032,7,1,49,Giving instructions to play a game,"
      Mark an area of about 8 meters x by 3 meters as  bowling alley. Use ten plastic bottles as  bowling pins and fill them with a little water to make them heavier. Line up the bottles in rows of 4, then 3, then 2 and then 1. Give a frisbee to each player. You can take two shots on each turn and each player can play a total of ten turns. For each pin you knock down, you score a point. If all the bottles are knocked down, you score a 'strike' and take two more shots.All your points are added together. Wins the game: The player with the most points . Don't play this game if it's windy!
    ",Wins the game : The player with the most points .
53,155871,87.0,it,127936,7,1,49,Giving instructions to play a game,"
      In this game there is an area marked the &quot;bowling alley&quot;. You can use ten plastic bottles as &quot;bowling pins&quot; that you will fill with a little water. Line the bottlets in rows of 4, then 3, then 2, then 1. Each player is allowed to take two shots with a fresbee on each turn, for a total of ten turns each. If you knock down a bottle you score one point. If you knock down all the bottles you nscore a strike and you take two more shots and you add all the points together. Wins the game the player with the most points. But don't play this game in a windy day!
    ",Wins the game the player with the most points .
54,129408,79.0,it,127966,3,5,21,Giving suggestions about clothing,"
      I think you should buy the blue sweatshirt, is coast $ 12.00 It's very cheap. Whay don't you buy the purple top? Is coast only $ 15.00 Bye.
    ",Is coast only $ 15.00 Bye .
55,172604,87.0,it,129686,4,2,26,Describing routines,"
      DaniloWathes the movie on suday evening.Surfs  internet every morningDoes his homework in the afternoon.Plays computer games  monday night.Does the gardening on sunday morning.KatiaDoes the laundry in the morning.Does the shopping in the evenig.Plays tennis on monday.Sets the table every day.
    ",DaniloWathes the movie on suday evening.Surfs internet every morningDoes his homework in the afternoon.Plays computer games monday night.Does the gardening on sunday morning.KatiaDoes the laundry in the morning.Does the shopping in the evenig.Plays tennis on monday.Sets the table every day .
56,37763,88.0,it,130038,5,1,33,Planning to attend a music festival,"
      Hi mom and dad. I'm driving for six hours on thursday April 25 th, because i'm going to go to a Pop Music Festival in England. I stay two days in camping, i'm taking a tent, a sleeping bag, a soap and towel. I'm payng the tikchet 49 pounds. Sometimes it rains, therefore i'm taking an umbrella and a raincoat.
    ","Sometimes it rains , therefore i 'm taking an umbrella and a raincoat ."
57,166893,95.0,it,131154,7,2,50,Planning for the future,"
      Career Plan - Alessandro First, I take a gap year to work with the Peace Corps. Is important I get out into the world and learn about another culture. Next, I will go to work an internship experience for 2 or 3 mouths. Another thing, I make a fantasy CV and practice doing job interviews. The fourth stage of my plane is career fair, becouse is a good opportunity to meet potential employers. Finally I will create a personaly Web Site to advertise my capacity.
    ",Is important I get out into the world and learn about another culture .
58,135563,98.0,it,132841,4,2,26,Describing routines,"
      Sean Plays basketball every afternoon. plays computer games at 6pm. Watches movies on Saturdays at 5pm. Granny Does laundry on Tuesday afternoon. Does gardening in the morning. Sets the table at 6pm. Giacomo Feeds the dog at 8am avery day. Walks the dog in the afternoon. Feeds the dog again at 5pm every day.
    ",plays computer games at 6pm .
59,135563,98.0,it,132841,4,2,26,Describing routines,"
      Sean Plays basketball every afternoon. plays computer games at 6pm. Watches movies on Saturdays at 5pm. Granny Does laundry on Tuesday afternoon. Does gardening in the morning. Sets the table at 6pm. Giacomo Feeds the dog at 8am avery day. Walks the dog in the afternoon. Feeds the dog again at 5pm every day.
    ",Does gardening in the morning .
60,135563,98.0,it,132841,4,2,26,Describing routines,"
      Sean Plays basketball every afternoon. plays computer games at 6pm. Watches movies on Saturdays at 5pm. Granny Does laundry on Tuesday afternoon. Does gardening in the morning. Sets the table at 6pm. Giacomo Feeds the dog at 8am avery day. Walks the dog in the afternoon. Feeds the dog again at 5pm every day.
    ",Sets the table at 6pm .
61,135563,98.0,it,132841,4,2,26,Describing routines,"
      Sean Plays basketball every afternoon. plays computer games at 6pm. Watches movies on Saturdays at 5pm. Granny Does laundry on Tuesday afternoon. Does gardening in the morning. Sets the table at 6pm. Giacomo Feeds the dog at 8am avery day. Walks the dog in the afternoon. Feeds the dog again at 5pm every day.
    ",Feeds the dog again at 5pm every day .
62,40122,87.0,it,134708,11,1,81,Writing a movie review,"
      Iron man. Not only a science fiction and action movie but a little masterpiece. Sometimes it happens, working with excellent raw materials, that a movie conceived to be exclusively entertaining, becomes a little masterpiece. Here we have, as more and more often it happens in our time, a movie drawn by a cartoon. We could and should ask ourselves what's hidden behind this strange fact. Why the cartoon world and the real world are so similar in our time? Actually they are so similar to be able to be replaced the one by the other. Anyway, why is Ironman a little masterpiece? Here we have a group of actors and a director deeply inspired so that the result of their work is by far greater than the parts! It's always a blockbuster with the predictable great action, great special effects, inspiring sound-track ....but we also get a man becoming better than he was, the evil defeated, a subtle lovestory floating over there... In a nutshell we have something worth to be seen.
    ","Sometimes it happens , working with excellent raw materials , that a movie conceived to be exclusively entertaining , becomes a little masterpiece ."
63,21467,89.0,it,139856,4,1,25,Writing about what you do,"
      My job is teacher. I work at school with children. I like this job because I can help boys and girls to discover our world. Sometimes it's tiring but rarely it's boring. Everyday, with children, can happen new something. My school it's very beautiful because modern and safe. I teach science and then often I make lesson outdoors in nature.
    ",Sometimes it 's tiring but rarely it 's boring .
64,41297,80.0,it,142485,4,5,29,Writing a description of your family,"
      My two sons, my wife and me. This is my family. My wife has long curly brown hair, short nose and big mouth. She's a beautiful smile. My son Simon has brown eyes, short hair and looks like me. My son Albert is tall and thin, has long, straight and blonde hair. Is looks like my father. I've short, curly hair, bleu eyes. We are happy and quarrelsome family.
    ",Is looks like my father .
65,27418,90.0,it,149170,10,3,75,Requesting a bank loan,"
      From Alessandro Zagari2nd of October 2011Dear CEO, bank of Ramre,I am writing to you in order to ask  a morgage to buy a house. I would like to buy it because I think to have a own  house is one of the most important things in the world. If you have a house you have the most important material thing . The moatgage must be 100000, the house costs 145000, I have 45000 so I need the amoun I am asking you . I can give the loan back in 15 years giving you about 600 Euros per month. I am currently working for a very important factory. Thanks a lot for your attention.I look forward having a reply.Alessandro Zagari.
    ",Thanks a lot for your attention.I look forward having a reply.Alessandro Zagari .
66,20868,85.0,it,156456,7,1,49,Giving instructions to play a game,"
      Now kids we are playing at fresbee! Put some water here in this ten plastic bottle and put it in line, 4, then 3, then 2, and 1. You thake this fresbee, and you have two shots at turn. If you takedown some bottle you earns one point, and if you make a strike you win ten points and you can try two times again. You have only two shots at turn, then you must pass the fresbee to your friends and you waint until all the boys have take the two shots. Wins the kids that have more points in the end.
    ",Wins the kids that have more points in the end .
67,76505,95.0,it,157068,7,1,49,Giving instructions to play a game,"
      The bowling alley is an area of about 8 meters x by 3 meters. The bowling pins are ten plastic bottles, maybe filled with a bit of water to become hevier. Line up the bottles in rows of 4, then 3, 2, 1, just like ten- pin bowling. Give a fresbee to each player, and he can take 2 shots on each turn, for a total of 10 turns each ando scores one point for each pin knocked down. If all the bottles are knocked down, the player takes 2 more shots and the total points are added together. Wins the player with the most points. Don't play this game on a very wind day!
    ",Wins the player with the most points .
68,50426,90.0,it,157874,11,2,82,Helping a coworker deal with a phobia,"
      Hi mate,I've heard that you want to quit your job cos' of the claustrophobia, is it right? Isn't it!?!? I have known you since we were still in high school and there was a time in which you were able to overcome  fear of enclosed spaces. I remember you fighting with your panic attacks and the urge of finding the way out and then you gave up fighting against it. I believe it's the time to overcome it once for all, am I right? I know you and you are capable of winning that phobia, you almost did it the last time!I would say, you have to win this time,  you cannot keep let it rule your life. Just think about what can really happen to you if you stay into a small room, nothing right!!! That's it, once you understand it you won't fear it any longer!Cheers
    ",Is n't it !
69,27285,95.0,it,158547,7,1,49,Giving instructions to play a game,"
      Mark an area of about 8 meters x by 3 meters as the 'bowling alley'. Use ten plastic bottles filled with a little water as 'bowling pins'. Line up the bottles in row of 4, then 3, then 2, then 1. Give a frisbee to each player. Allow each player to take two shots on each turn for a total of ten turns each. Score a point for each pin that you knock down. If you score a 'strike', take two more shots and add all the points together. Wins the player with most points.
    ",Wins the player with most points .
